EDAD;NUMERO_CUARTOS_VIVIENDA;NUMERO_CUARTOS_DORMIR;NUMERO_PERSONAS_HOGAR;TIPO_OCUPACION_VIVIENDA;ETNIA;GENERO;ESTADO_CIVIL;ORIENTACION_SEXUAL;ESTRATO_ENERGIA_ELECTRICA;MAYOR_NIVEL_EDUCATIVO;MADRE_RESIDE_HOGAR;PARENTESCO_JEFE_DE_HOGAR;SEXO;DPTO;FACTOR_EXPANSION;ACTIVIDAD_OCUPADA_ULTIMA_SEMANA
27;4;3;6;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;Esta casado (a);Hombres;Bajo - Bajo;Tecnica profesional;No;Otro pariente;Femenino;ATLANTICO;614.16074533;1
19;3;2;3;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Femenino;ATLANTICO;441.04104589;1
25;3;2;4;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;Esta separado (a) o divorciado (a);Hombres;Bajo - Bajo;Media academica (Bachillerato clasico);No;Otro pariente;Femenino;ATLANTICO;515.21576977;1
25;3;2;3;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Femenino;ATLANTICO;643.30217854;1
26;4;3;6;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo;Tecnica profesional;No;Pareja, esposo(a), conyuge, companero(a);Masculino;ATLANTICO;690.41709688;1
28;4;3;6;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Hombres;Bajo;Media academica (Bachillerato clasico);No;Otro pariente;Femenino;ATLANTICO;690.41709688;1
25;1;1;2;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo - Bajo;Media academica (Bachillerato clasico);No;Jefe (a) del hogar;Femenino;ATLANTICO;592.07672135;1
20;4;2;5;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;ATLANTICO;637.16242135;0
28;3;2;5;En usufructo;Ninguno de los anteriores;Hombre;Esta separado (a) o divorciado (a);Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;ATLANTICO;636.64349042;1
25;3;3;5;En usufructo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Universitaria;Si;Hijo(a), hijastro(a);Masculino;ATLANTICO;674.84992913;1
25;3;2;6;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Basica primaria (1o - 5o);No;Otro pariente;Masculino;ATLANTICO;588.53852606;1
27;3;2;6;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);Si;Pareja, esposo(a), conyuge, companero(a);Masculino;ATLANTICO;535.03502369;1
28;3;2;6;En usufructo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;ATLANTICO;487.56519274;1
28;3;2;6;En usufructo;Ninguno de los anteriores;Mujer;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Hombres;Bajo - Bajo;Universitaria;No;Otro pariente;Femenino;ATLANTICO;487.56519274;1
24;3;2;6;En usufructo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;ATLANTICO;487.56519274;1
25;3;1;2;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Medio - Bajo;Tecnica profesional;Si;Hijo(a), hijastro(a);Masculino;ATLANTICO;789.62131681;1
23;4;3;5;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Tecnica profesional;No;Jefe (a) del hogar;Femenino;ATLANTICO;1051.1130122;0
20;4;3;5;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Media academica (Bachillerato clasico);No;Hermano(a) o hermanastro(a);Femenino;ATLANTICO;1051.1130122;1
25;3;1;2;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Hombres;Bajo;Tecnologica ;No;Pareja, esposo(a), conyuge, companero(a);Femenino;ATLANTICO;2092.950056;1
23;4;3;6;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;ATLANTICO;914.17667922;1
27;2;1;3;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo;Media tecnica (Bachillerato tecnico);No;Pareja, esposo(a), conyuge, companero(a);Masculino;ATLANTICO;2550.6684844;1
27;4;3;7;En arriendo o subarriendo;Indigena;Mujer;Esta soltero (a);Hombres;Bajo - Bajo;Media academica (Bachillerato clasico);No;Jefe (a) del hogar;Femenino;ATLANTICO;480.44901367;1
27;4;3;7;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta separado (a) o divorciado (a);Hombres;Bajo - Bajo;Media academica (Bachillerato clasico);No;No pariente;Femenino;ATLANTICO;480.44901367;1
22;3;2;4;En usufructo;Negro, mulato (afrodescendiente);Hombre;No esta casado(a) y vive en pareja  hace  menos de dos anos;Mujeres;Bajo - Bajo;Tecnica profesional;No;Jefe (a) del hogar;Masculino;ATLANTICO;481.483988;1
22;3;2;4;En usufructo;Negro, mulato (afrodescendiente);Mujer;No esta casado(a) y vive en pareja  hace  menos de dos anos;Hombres;Bajo - Bajo;Tecnica profesional;Si;Pareja, esposo(a), conyuge, companero(a);Femenino;ATLANTICO;481.483988;1
19;3;2;4;En usufructo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);Si;Otro pariente;Masculino;ATLANTICO;481.483988;1
25;4;3;7;En usufructo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;ATLANTICO;653.31702182;1
23;4;3;7;En usufructo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo - Bajo;Tecnica profesional;Si;Hijo(a), hijastro(a);Femenino;ATLANTICO;653.31702182;1
26;4;3;5;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta casado (a);Mujeres;Bajo - Bajo;Tecnica profesional;No;Otro pariente;Masculino;ATLANTICO;547.3774836;1
22;3;2;4;En usufructo;Ninguno de los anteriores;Mujer;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Hombres;Bajo - Bajo;Tecnica profesional;No;Jefe (a) del hogar;Femenino;ATLANTICO;1648.9415798;1
24;3;2;4;En usufructo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);No;Pareja, esposo(a), conyuge, companero(a);Masculino;ATLANTICO;1648.9415798;1
18;3;2;4;En usufructo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Basica secundaria (6o - 9o);No;No pariente;Masculino;ATLANTICO;1648.9415798;1
23;4;3;11;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Femenino;ATLANTICO;875.57657143;0
20;2;2;8;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Hombres;Bajo - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;ATLANTICO;1617.2687477;1
24;2;2;8;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo - Bajo;Basica secundaria (6o - 9o);No;Otro pariente;Masculino;ATLANTICO;1617.2687477;1
23;3;2;5;En usufructo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Basica secundaria (6o - 9o);Si;Hijo(a), hijastro(a);Masculino;ATLANTICO;1579.1730804;1
21;3;2;6;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Basica secundaria (6o - 9o);Si;Hijo(a), hijastro(a);Masculino;ATLANTICO;365.87620081;1
22;3;2;6;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo - Bajo;Basica secundaria (6o - 9o);Si;Hijo(a), hijastro(a);Masculino;ATLANTICO;365.87620081;1
18;4;3;11;En usufructo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo - Bajo;Basica secundaria (6o - 9o);Si;Hijo(a), hijastro(a);Masculino;ATLANTICO;875.57657143;1
22;3;2;3;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo - Bajo;Tecnica profesional;Si;Hijo(a), hijastro(a);Femenino;ATLANTICO;493.87453395;0
19;3;2;3;En usufructo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;ATLANTICO;702.34937831;0
20;3;2;4;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;No esta casado(a) y vive en pareja  hace  menos de dos anos;Mujeres;Bajo - Bajo;Ninguno;Fallecida;Otro pariente;Masculino;ATLANTICO;1731.3245615;1
24;1;1;4;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo - Bajo;Basica secundaria (6o - 9o);No;Jefe (a) del hogar;Masculino;ATLANTICO;619.02480264;1
24;2;1;4;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);No;Jefe (a) del hogar;Masculino;ATLANTICO;619.02480264;1
19;4;3;3;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Basica secundaria (6o - 9o);Si;Hijo(a), hijastro(a);Masculino;ATLANTICO;702.34937831;1
21;4;3;4;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Hombres;Bajo;Universitaria;Si;Hijo(a), hijastro(a);Masculino;ATLANTICO;1731.3245615;1
25;3;1;1;En usufructo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Tecnica profesional;No;Jefe (a) del hogar;Femenino;ATLANTICO;1941.7814311;1
23;4;3;4;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Universitaria;Si;Hijo(a), hijastro(a);Femenino;ATLANTICO;2145.2291056;1
26;3;2;4;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Universitaria;Si;Hijo(a), hijastro(a);Masculino;ATLANTICO;2165.0648314;0
24;3;2;3;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Tecnica profesional;Si;Hijo(a), hijastro(a);Masculino;BOGOTA;3794.4228445;0
27;2;2;4;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Hombres;Bajo - Bajo;Universitaria;No;Otro pariente;Femenino;BOGOTA;3205.8429368;1
27;4;3;3;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Universitaria;No;Otro pariente;Masculino;BOGOTA;2640.4880261;1
28;1;1;1;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Universitaria;No;Jefe (a) del hogar;Masculino;BOGOTA;3572.6933716;1
20;5;4;5;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Universitaria;Si;Hijo(a), hijastro(a);Femenino;BOGOTA;2093.2983121;1
27;5;4;5;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta casado(a) y vive en pareja  hace  menos de dos anos;Mujeres;Bajo;Universitaria;Si;Hijo(a), hijastro(a);Masculino;BOGOTA;2093.2983121;1
26;5;4;5;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;No esta casado(a) y vive en pareja  hace  menos de dos anos;Hombres;Bajo;Universitaria;No;Otro pariente;Femenino;BOGOTA;2093.2983121;1
24;4;3;3;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Medio - Bajo;Universitaria;No;Hijo(a), hijastro(a);Masculino;BOGOTA;3976.4153404;1
25;4;3;3;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Femenino;BOGOTA;3929.0589836;1
28;5;4;4;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Medio - Bajo;Universitaria;Si;Hijo(a), hijastro(a);Masculino;BOGOTA;2240.4711464;1
21;4;2;3;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Universitaria;Si;Hijo(a), hijastro(a);Femenino;BOGOTA;4291.9328653;1
26;4;3;4;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Medio;Universitaria;Si;Hijo(a), hijastro(a);Masculino;BOGOTA;3416.6291853;1
25;4;3;4;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Medio;Universitaria;Si;Hijo(a), hijastro(a);Femenino;BOGOTA;3416.6291853;1
19;1;1;3;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta casado(a) y vive en pareja  hace  menos de dos anos;Mujeres;Bajo;Media academica (Bachillerato clasico);No;Jefe (a) del hogar;Masculino;BOGOTA;5460.7642541;1
28;4;2;3;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta casado (a);Mujeres;Bajo;Tecnologica ;No;Jefe (a) del hogar;Masculino;BOGOTA;4948.226856;1
26;4;2;3;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta casado (a);Hombres;Bajo;Media academica (Bachillerato clasico);No;Pareja, esposo(a), conyuge, companero(a);Femenino;BOGOTA;4948.226856;1
28;2;1;1;En usufructo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Medio - Bajo;Universitaria;No;Jefe (a) del hogar;Masculino;BOGOTA;4083.078139;1
19;3;2;7;En usufructo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Basica primaria (1o - 5o);Si;Hijo(a), hijastro(a);Femenino;BOGOTA;5416.9401915;1
23;1;1;3;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta casado(a) y vive en pareja  hace  menos de dos anos;Mujeres;Bajo;Basica primaria (1o - 5o);No;Jefe (a) del hogar;Masculino;BOGOTA;5460.7642541;1
18;3;2;4;Propia, la estan pagando;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Media tecnica (Bachillerato tecnico);Si;Hijo(a), hijastro(a);Masculino;BOGOTA;6186.8678949;1
22;1;1;2;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta casado(a) y vive en pareja  hace  menos de dos anos;Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);No;Jefe (a) del hogar;Masculino;BOGOTA;4255.435951;1
27;3;2;3;Propiedad colectiva;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Universitaria;Si;Hijo(a), hijastro(a);Femenino;BOGOTA;2665.0026767;1
20;4;3;4;Propiedad colectiva;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Universitaria;Si;Hijo(a), hijastro(a);Femenino;BOGOTA;2292.9916863;1
21;3;2;3;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Femenino;BOGOTA;3467.4629029;1
28;2;1;1;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta separado (a) o divorciado (a);Mujeres;Bajo;Basica primaria (1o - 5o);No;Jefe (a) del hogar;Masculino;BOGOTA;5683.830364;1
21;2;2;3;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Hombres;Bajo;Media academica (Bachillerato clasico);No;Jefe (a) del hogar;Femenino;BOGOTA;5168.3856397;1
26;2;2;3;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo;Media academica (Bachillerato clasico);No;Pareja, esposo(a), conyuge, companero(a);Masculino;BOGOTA;5168.3856397;0
25;2;1;3;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta casado(a) y vive en pareja  hace  menos de dos anos;Mujeres;Bajo;Media academica (Bachillerato clasico);No;Jefe (a) del hogar;Masculino;BOGOTA;6203.1159446;1
25;2;1;3;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;No esta casado(a) y vive en pareja  hace  menos de dos anos;Hombres;Bajo;Media academica (Bachillerato clasico);Fallecida;Pareja, esposo(a), conyuge, companero(a);Femenino;BOGOTA;6203.1159446;1
23;1;1;3;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo;Media academica (Bachillerato clasico);Fallecida;Jefe (a) del hogar;Masculino;BOGOTA;6203.1159446;1
25;4;3;7;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Hombres;Bajo;Universitaria;No;Otro pariente;Femenino;BOGOTA;5311.4688095;1
22;3;2;4;Propiedad colectiva;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;BOGOTA;2780.3013735;1
23;2;1;2;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo;Media tecnica (Bachillerato tecnico);No;Pareja, esposo(a), conyuge, companero(a);Masculino;BOGOTA;7289.2956074;1
28;4;3;5;Propia, la estan pagando;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Medio - Bajo;Universitaria;Si;Hijo(a), hijastro(a);Masculino;BOGOTA;2904.1993871;1
26;4;3;5;Propia, la estan pagando;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Medio - Bajo;Universitaria;Si;Hijo(a), hijastro(a);Femenino;BOGOTA;2904.1993871;1
21;3;2;4;En usufructo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Media tecnica (Bachillerato tecnico);Si;Hijo(a), hijastro(a);Femenino;BOGOTA;5945.2995601;1
25;3;2;3;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Postgrado;Si;Hijo(a), hijastro(a);Femenino;BOGOTA;4714.8707803;1
20;6;5;8;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Basica secundaria (6o - 9o);Si;Otro pariente;Masculino;BOGOTA;3399.9488305;0
21;6;5;8;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo - Bajo;Media academica (Bachillerato clasico);Fallecida;Otro pariente;Femenino;BOGOTA;3399.9488305;0
24;4;2;3;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Medio - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;BOGOTA;4317.0228394;1
26;4;2;2;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Medio - Bajo;Universitaria;Si;Hijo(a), hijastro(a);Masculino;BOGOTA;4398.333507;0
28;4;2;3;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Medio - Bajo;Postgrado;Si;Hijo(a), hijastro(a);Femenino;BOGOTA;3626.8236772;1
26;4;2;2;Propia, la estan pagando;Ninguno de los anteriores;Mujer;Esta casado (a);Hombres;Medio - Bajo;Universitaria;No;Pareja, esposo(a), conyuge, companero(a);Femenino;BOGOTA;4498.3384964;1
24;4;2;2;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Medio - Bajo;Universitaria;No;Jefe (a) del hogar;Masculino;BOGOTA;5455.6871167;0
23;4;2;2;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Medio - Bajo;Universitaria;No;Hermano(a) o hermanastro(a);Femenino;BOGOTA;5455.6871167;1
27;4;3;5;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Medio - Bajo;Media tecnica (Bachillerato tecnico);No;Otro pariente;Masculino;BOGOTA;2479.955601;1
19;3;2;2;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;BOGOTA;4625.9692214;0
24;4;3;4;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Tecnologica ;Si;Hijo(a), hijastro(a);Masculino;BOGOTA;4276.0468374;1
26;4;2;3;En usufructo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo - Bajo;Universitaria;Si;Jefe (a) del hogar;Femenino;BOGOTA;3143.2471869;1
20;3;2;4;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;BOGOTA;4812.0083627;1
19;3;2;3;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Femenino;BOGOTA;4439.4731108;0
28;2;1;3;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Media academica (Bachillerato clasico);No;Jefe (a) del hogar;Femenino;BOGOTA;4542.0992595;1
27;3;2;3;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Hombres;Bajo;Media academica (Bachillerato clasico);No;Jefe (a) del hogar;Femenino;BOGOTA;4609.7877027;1
25;5;2;3;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta separado (a) o divorciado (a);Mujeres;Medio - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;BOGOTA;3036.56123;1
25;4;2;2;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Medio - Bajo;Universitaria;No;Otro pariente;Femenino;BOGOTA;3362.1640982;1
28;4;3;4;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Medio - Bajo;Universitaria;Si;Hijo(a), hijastro(a);Masculino;BOGOTA;2781.7142574;1
28;5;4;5;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Medio - Bajo;Universitaria;Si;Hijo(a), hijastro(a);Femenino;BOGOTA;2598.9318228;1
26;4;3;4;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Hombres;Medio - Bajo;Tecnica profesional;No;Jefe (a) del hogar;Femenino;BOLIVAR;369.31666659;1
26;4;3;2;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Medio - Bajo;Universitaria;Fallecida;Hijo(a), hijastro(a);Masculino;BOLIVAR;430.53389142;1
